gene_callers_id,source,accession,function,e_value,contig,genome,gene_sh,gene_facet
171982,COG20_FUNCTION,COG0497,DNA repair ATPase RecN (RecN) (PDB:4AD8),3.1999999999999996e-305,MCYST_2.Contig_61,MCYST_2,RecN,Rec
174792,COG20_FUNCTION,COG0497,DNA repair ATPase RecN (RecN) (PDB:4AD8),2e-285,MCYST_31.Contig_9,MCYST_31,RecN,Rec
178621,COG20_FUNCTION,COG0497,DNA repair ATPase RecN (RecN) (PDB:4AD8),2.3e-39,MCYST_31.Contig_382,MCYST_31,RecN,Rec
182775,COG20_FUNCTION,COG0497,DNA repair ATPase RecN (RecN) (PDB:4AD8),3e-194,MCYST_56.Contig_176,MCYST_56,RecN,Rec
184579,COG20_FUNCTION,COG0497,DNA repair ATPase RecN (RecN) (PDB:4AD8),9.199999999999998e-305,MCYST_62.Contig_5,MCYST_62,RecN,Rec
192466,COG20_FUNCTION,COG0497,DNA repair ATPase RecN (RecN) (PDB:4AD8),2.7e-306,MCYST_79.Contig_435,MCYST_79,RecN,Rec
195883,COG20_FUNCTION,COG0497,DNA repair ATPase RecN (RecN) (PDB:4AD8),1.0999999999999999e-180,NODOS_103.Contig_233,NODOS_103,RecN,Rec
200561,COG20_FUNCTION,COG0497,DNA repair ATPase RecN (RecN) (PDB:4AD8),1.6e-163,NODOS_105.Contig_278,NODOS_105,RecN,Rec
204478,COG20_FUNCTION,COG0497,DNA repair ATPase RecN (RecN) (PDB:4AD8),6.1e-174,PSEUDA_13.Contig_26,PSEUDA_13,RecN,Rec
208490,COG20_FUNCTION,COG0497,DNA repair ATPase RecN (RecN) (PDB:4AD8),2.3999999999999997e-175,PSEUDA_157.Contig_10,PSEUDA_157,RecN,Rec
213926,COG20_FUNCTION,COG0497,DNA repair ATPase RecN (RecN) (PDB:4AD8),1.2999999999999998e-173,PSEUDA_281.Contig_23,PSEUDA_281,RecN,Rec
217567,COG20_FUNCTION,COG0497,DNA repair ATPase RecN (RecN) (PDB:4AD8),5.9999999999999995e-174,PSEUDA_31.Contig_5,PSEUDA_31,RecN,Rec
224277,COG20_FUNCTION,COG0497,DNA repair ATPase RecN (RecN) (PDB:4AD8),4.9e-176,PSEUDA_70.Contig_62,PSEUDA_70,RecN,Rec
229022,COG20_FUNCTION,COG0497,DNA repair ATPase RecN (RecN) (PDB:4AD8),2.5e-89,VAMPV_156.Contig_15,VAMPV_156,RecN,Rec
237995,COG20_FUNCTION,COG0497,DNA repair ATPase RecN (RecN) (PDB:4AD8),2.1e-99,VAMPV_261.Contig_464,VAMPV_261,RecN,Rec
239484,COG20_FUNCTION,COG0497,DNA repair ATPase RecN (RecN) (PDB:4AD8),8e-205,VULCA_120.Contig_1,VULCA_120,RecN,Rec
242817,COG20_FUNCTION,COG0497,DNA repair ATPase RecN (RecN) (PDB:4AD8),6.5e-199,VULCA_209.Contig_10,VULCA_209,RecN,Rec
246202,COG20_FUNCTION,COG0497,DNA repair ATPase RecN (RecN) (PDB:4AD8),2.1999999999999998e-194,VULCA_20.Contig_87,VULCA_20,RecN,Rec
250216,COG20_FUNCTION,COG0497,DNA repair ATPase RecN (RecN) (PDB:4AD8),1.2e-200,VULCA_28.Contig_42,VULCA_28,RecN,Rec
252666,COG20_FUNCTION,COG0497,DNA repair ATPase RecN (RecN) (PDB:4AD8),8.3e-146,VULCA_43.Contig_241,VULCA_43,RecN,Rec
252834,COG20_FUNCTION,COG0497,DNA repair ATPase RecN (RecN) (PDB:4AD8),6.2e-18,VULCA_43.Contig_281,VULCA_43,RecN,Rec
253843,COG20_FUNCTION,COG0497,DNA repair ATPase RecN (RecN) (PDB:4AD8),2.3999999999999997e-196,VULCA_51.Contig_65,VULCA_51,RecN,Rec
255693,COG20_FUNCTION,COG0497,DNA repair ATPase RecN (RecN) (PDB:4AD8),1.4e-193,VULCA_54.Contig_16,VULCA_54,RecN,Rec
258691,COG20_FUNCTION,COG0497,DNA repair ATPase RecN (RecN) (PDB:4AD8),2.4999999999999996e-198,VULCA_96.Contig_37,VULCA_96,RecN,Rec
633,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),1.8e-118,APHAN_134.Contig_5,APHAN_134,RecO,Rec
4195,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),2.6e-75,CYANO_106.Contig_1,CYANO_106,RecO,Rec
10794,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),8.099999999999998e-175,CYANO_45.Contig_42,CYANO_45,RecO,Rec
16585,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),4.6e-82,CYANO_51_1.Contig_180,CYANO_51_1,RecO,Rec
21282,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),5.199999999999999e-113,CYANO_84.Contig_41,CYANO_84,RecO,Rec
25995,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),2.4000000000000002e-106,CYBIM_101_1.Contig_119,CYBIM_101_1,RecO,Rec
29870,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),1.4e-106,CYBIM_101.Contig_65,CYBIM_101,RecO,Rec
31400,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),5.4e-103,CYBIM_104.Contig_5,CYBIM_104,RecO,Rec
36663,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),5.3e-106,CYBIM_114.Contig_212,CYBIM_114,RecO,Rec
37471,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),1.2e-84,CYBIM_119_1.Contig_7,CYBIM_119_1,RecO,Rec
41983,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),3.3999999999999993e-102,CYBIM_119.Contig_30,CYBIM_119,RecO,Rec
42955,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),1.2999999999999999e-104,CYBIM_130_1.Contig_4,CYBIM_130_1,RecO,Rec
49786,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),2.7e-99,CYBIM_134_1.Contig_93,CYBIM_134_1,RecO,Rec
53480,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),3.3e-105,CYBIM_136_1.Contig_31,CYBIM_136_1,RecO,Rec
56488,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),7.6e-105,CYBIM_157.Contig_11,CYBIM_157,RecO,Rec
58264,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),1.9999999999999997e-103,CYBIM_15.Contig_5,CYBIM_15,RecO,Rec
61757,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),3.6e-94,CYBIM_160.Contig_3,CYBIM_160,RecO,Rec
64636,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),3.6000000000000004e-86,CYBIM_173.Contig_36,CYBIM_173,RecO,Rec
67012,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),5.3e-106,CYBIM_190.Contig_16,CYBIM_190,RecO,Rec
70715,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),2.2e-96,CYBIM_200.Contig_8,CYBIM_200,RecO,Rec
74475,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),5.399999999999999e-100,CYBIM_22.Contig_48,CYBIM_22,RecO,Rec
76448,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),3.8e-65,CYBIM_22.Contig_311,CYBIM_22,RecO,Rec
78253,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),1.4e-93,CYBIM_231.Contig_125,CYBIM_231,RecO,Rec
82225,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),5.799999999999999e-97,CYBIM_31.Contig_1,CYBIM_31,RecO,Rec
86627,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),4.0999999999999994e-100,CYBIM_39.Contig_9,CYBIM_39,RecO,Rec
90818,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),1.2999999999999999e-96,CYBIM_51.Contig_75,CYBIM_51,RecO,Rec
92124,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),4.6e-100,CYBIM_52.Contig_5,CYBIM_52,RecO,Rec
97192,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),1.4e-106,CYBIM_60_1.Contig_41,CYBIM_60_1,RecO,Rec
100834,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),3.2999999999999994e-108,CYBIM_63.Contig_33,CYBIM_63,RecO,Rec
102329,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),5.3e-106,CYBIM_67.Contig_6,CYBIM_67,RecO,Rec
107352,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),4.1e-106,CYBIM_73_1.Contig_36,CYBIM_73_1,RecO,Rec
110798,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),5.1e-101,CYBIM_73.Contig_17,CYBIM_73,RecO,Rec
113368,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),1.4e-104,CYBIM_76.Contig_11,CYBIM_76,RecO,Rec
116963,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),2.3999999999999997e-111,CYBIM_77.Contig_24,CYBIM_77,RecO,Rec
122506,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),3.0999999999999997e-90,CYBIM_89.Contig_24,CYBIM_89,RecO,Rec
123202,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),1.8999999999999997e-100,CYBIM_90.Contig_1,CYBIM_90,RecO,Rec
128461,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),1.1e-106,CYBIM_93.Contig_17,CYBIM_93,RecO,Rec
132294,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),5.1e-104,CYBIM_94.Contig_105,CYBIM_94,RecO,Rec
136715,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),1.4e-121,DOLIS_105.Contig_29,DOLIS_105,RecO,Rec
141950,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),1.9e-128,DOLIS_187.Contig_11,DOLIS_187,RecO,Rec
147515,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),4.4e-128,DOLIS_36.Contig_479,DOLIS_36,RecO,Rec
148865,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),9.7e-128,DOLIS_53.Contig_142,DOLIS_53,RecO,Rec
154164,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),1.3999999999999998e-82,MCYST_157.Contig_7,MCYST_157,RecO,Rec
161320,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),2.7999999999999998e-130,MCYST_162_1.Contig_630,MCYST_162_1,RecO,Rec
161724,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),1.8e-82,MCYST_162_2.Contig_15,MCYST_162_2,RecO,Rec
167199,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),7.6e-142,MCYST_24.Contig_4,MCYST_24,RecO,Rec
173356,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),7.6e-142,MCYST_2.Contig_137,MCYST_2,RecO,Rec
175049,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),1.1e-140,MCYST_31.Contig_15,MCYST_31,RecO,Rec
180975,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),1.3999999999999998e-82,MCYST_56.Contig_60,MCYST_56,RecO,Rec
187638,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),4.5999999999999995e-139,MCYST_62.Contig_160,MCYST_62,RecO,Rec
189816,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),1.3e-62,MCYST_79.Contig_76,MCYST_79,RecO,Rec
193005,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),1.0999999999999999e-91,MCYST_79.Contig_575,MCYST_79,RecO,Rec
194667,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),4.4e-82,NODOS_103.Contig_89,NODOS_103,RecO,Rec
199490,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),1.2e-76,NODOS_105.Contig_104,NODOS_105,RecO,Rec
203046,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),1.1999999999999999e-35,NODOS_42.Contig_249,NODOS_42,RecO,Rec
205809,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),2.7e-69,PSEUDA_13.Contig_77,PSEUDA_13,RecO,Rec
212341,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),3.2e-61,PSEUDA_157.Contig_360,PSEUDA_157,RecO,Rec
215868,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),1.1e-61,PSEUDA_281.Contig_99,PSEUDA_281,RecO,Rec
220850,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),6.3999999999999996e-62,PSEUDA_31.Contig_122,PSEUDA_31,RecO,Rec
225121,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),2.3e-72,PSEUDA_70.Contig_114,PSEUDA_70,RecO,Rec
227624,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),6.300000000000001e-28,VAMPV_156.Contig_4,VAMPV_156,RecO,Rec
238688,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),5.2e-21,VAMPV_261.Contig_613,VAMPV_261,RecO,Rec
242055,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),7.300000000000001e-87,VULCA_120.Contig_199,VULCA_120,RecO,Rec
243120,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),1.4e-90,VULCA_209.Contig_37,VULCA_209,RecO,Rec
245753,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),5.6e-95,VULCA_20.Contig_52,VULCA_20,RecO,Rec
246914,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),2.1e-91,VULCA_242.Contig_2,VULCA_242,RecO,Rec
249404,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),9.6e-92,VULCA_28.Contig_12,VULCA_28,RecO,Rec
253253,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),3.0999999999999997e-85,VULCA_51.Contig_14,VULCA_51,RecO,Rec
256265,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),8.999999999999998e-90,VULCA_54.Contig_64,VULCA_54,RecO,Rec
259361,COG20_FUNCTION,COG1381,Recombinational DNA repair protein RecO (RecF pathway) (RecO) (PDB:1U5K),1.4e-90,VULCA_96.Contig_88,VULCA_96,RecO,Rec
1242,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),0,APHAN_134.Contig_12,APHAN_134,RecQ,Rec
4026,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),3.5999999999999997e-214,APHAN_134.Contig_124,APHAN_134,RecQ,Rec
5078,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),0,CYANO_106.Contig_20,CYANO_106,RecQ,Rec
5983,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),2.6e-196,CYANO_106.Contig_57,CYANO_106,RecQ,Rec
8311,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),0,CYANO_45.Contig_6,CYANO_45,RecQ,Rec
8839,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),6.4999999999999985e-280,CYANO_45.Contig_9,CYANO_45,RecQ,Rec
13662,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),1.6e-193,CYANO_51_1.Contig_43,CYANO_51_1,RecQ,Rec
15288,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),7.7e-298,CYANO_51_1.Contig_97,CYANO_51_1,RecQ,Rec
16213,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),6.9e-266,CYANO_51_1.Contig_151,CYANO_51_1,RecQ,Rec
21038,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),4.5e-220,CYANO_84.Contig_31,CYANO_84,RecQ,Rec
21230,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),0,CYANO_84.Contig_39,CYANO_84,RecQ,Rec
23226,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),1.3999999999999998e-303,CYANO_84.Contig_189,CYANO_84,RecQ,Rec
24602,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),2.4e-245,CYBIM_101_1.Contig_6,CYBIM_101_1,RecQ,Rec
26123,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),5e-206,CYBIM_101_1.Contig_136,CYBIM_101_1,RecQ,Rec
27897,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),6.8e-206,CYBIM_101.Contig_5,CYBIM_101,RecQ,Rec
28827,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),8e-246,CYBIM_101.Contig_22,CYBIM_101,RecQ,Rec
31216,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),8e-246,CYBIM_104.Contig_3,CYBIM_104,RecQ,Rec
32785,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),3.899999999999999e-219,CYBIM_104.Contig_19,CYBIM_104,RecQ,Rec
36635,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),1.5e-35,CYBIM_114.Contig_206,CYBIM_114,RecQ,Rec
38187,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),1.5999999999999995e-230,CYBIM_119_1.Contig_33,CYBIM_119_1,RecQ,Rec
39388,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),2.5999999999999997e-36,CYBIM_119_1.Contig_140,CYBIM_119_1,RecQ,Rec
39840,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),4.499999999999999e-233,CYBIM_119.Contig_2,CYBIM_119,RecQ,Rec
42618,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),7.2e-208,CYBIM_119.Contig_53,CYBIM_119,RecQ,Rec
43915,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),2.6e-218,CYBIM_130_1.Contig_21,CYBIM_130_1,RecQ,Rec
43953,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),8.9e-245,CYBIM_130_1.Contig_23,CYBIM_130_1,RecQ,Rec
45354,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),6.4999999999999985e-230,CYBIM_130.Contig_9,CYBIM_130,RecQ,Rec
45925,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),2.699999999999999e-230,CYBIM_130.Contig_55,CYBIM_130,RecQ,Rec
48521,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),2.0999999999999998e-162,CYBIM_134_1.Contig_14,CYBIM_134_1,RecQ,Rec
49836,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),2.4999999999999997e-218,CYBIM_134_1.Contig_99,CYBIM_134_1,RecQ,Rec
50550,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),2.7e-89,CYBIM_134_1.Contig_201,CYBIM_134_1,RecQ,Rec
52453,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),4.0999999999999995e-234,CYBIM_136_1.Contig_12,CYBIM_136_1,RecQ,Rec
53034,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),3.8e-209,CYBIM_136_1.Contig_20,CYBIM_136_1,RecQ,Rec
54900,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),1.6e-246,CYBIM_157.Contig_2,CYBIM_157,RecQ,Rec
56132,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),3.2999999999999997e-218,CYBIM_157.Contig_8,CYBIM_157,RecQ,Rec
58233,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),1.0999999999999998e-219,CYBIM_15.Contig_4,CYBIM_15,RecQ,Rec
58429,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),1.4e-231,CYBIM_15.Contig_11,CYBIM_15,RecQ,Rec
61326,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),1e-232,CYBIM_160.Contig_1,CYBIM_160,RecQ,Rec
63170,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),1.5999999999999998e-220,CYBIM_160.Contig_14,CYBIM_160,RecQ,Rec
65602,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),1.5e-42,CYBIM_173.Contig_153,CYBIM_173,RecQ,Rec
65859,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),1.1e-135,CYBIM_173.Contig_200,CYBIM_173,RecQ,Rec
66435,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),4.399999999999999e-161,CYBIM_173.Contig_334,CYBIM_173,RecQ,Rec
67048,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),1e-206,CYBIM_190.Contig_17,CYBIM_190,RecQ,Rec
68940,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),1.4999999999999998e-152,CYBIM_190.Contig_157,CYBIM_190,RecQ,Rec
71522,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),1.1e-229,CYBIM_200.Contig_23,CYBIM_200,RecQ,Rec
71907,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),6.7e-206,CYBIM_200.Contig_37,CYBIM_200,RecQ,Rec
74772,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),5.599999999999999e-218,CYBIM_22.Contig_66,CYBIM_22,RecQ,Rec
76399,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),6.599999999999999e-168,CYBIM_22.Contig_296,CYBIM_22,RecQ,Rec
78662,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),4.299999999999999e-153,CYBIM_231.Contig_179,CYBIM_231,RecQ,Rec
78855,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),1.2e-31,CYBIM_231.Contig_210,CYBIM_231,RecQ,Rec
78866,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),4.1e-77,CYBIM_231.Contig_212,CYBIM_231,RecQ,Rec
80820,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),2.7e-220,CYBIM_28.Contig_64,CYBIM_28,RecQ,Rec
81115,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),5.199999999999999e-149,CYBIM_28.Contig_92,CYBIM_28,RecQ,Rec
82053,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),1.1e-71,CYBIM_28.Contig_259,CYBIM_28,RecQ,Rec
82725,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),5.599999999999999e-201,CYBIM_31.Contig_6,CYBIM_31,RecQ,Rec
83481,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),1.1e-229,CYBIM_31.Contig_19,CYBIM_31,RecQ,Rec
85477,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),1.2e-37,CYBIM_39.Contig_1,CYBIM_39,RecQ,Rec
87730,COG20_FUNCTION,COG0514,Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW),1.2000000000000002e-246,CYBIM_39.Contig_23,CYBIM_39,RecQ,Rec
