qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,gene_seq,Gene_norm,organism,GeneID
DOLIS_187.Contig_36,NZ_KE384604.1:24243-25682,84.299,1433,221,4,35308,36738,1431,1,0,1397,NZ_KE384604.1:24243-25682 ACIR131C_RS0108635 [organism=Dolichospermum circinale AWQC131C] [GeneID=78012631] [chromosome=],ACIR131C_RS0108635,Dolichospermum circinale AWQC131C,78012631
DOLIS_187.Contig_36,NZ_LR882952.1:c3766327-3764780,74.194,217,48,8,35629,35841,1218,1006,9.38e-16,84.2,NZ_LR882952.1:c3766327-3764780 NMG88_RS17475 [organism=Planktothrix agardhii] [GeneID=77289632] [chromosome=I],NMG88_RS17475,Planktothrix agardhii,77289632
DOLIS_187.Contig_38,NZ_JACJTO010000021.1:c66481-63539,90.94,2936,260,5,10058,12990,1,2933,0,3943,NZ_JACJTO010000021.1:c66481-63539 uvrA [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78218646] [chromosome=],uvrA,Aphanizomenon flos-aquae FACHB-1287,78218646
DOLIS_187.Contig_38,NZ_KE384613.1:50020-52932,90.101,2071,199,5,10924,12991,837,2904,0,2684,NZ_KE384613.1:50020-52932 uvrA [organism=Dolichospermum circinale AWQC131C] [GeneID=78013208] [chromosome=],uvrA,Dolichospermum circinale AWQC131C,78013208
DOLIS_187.Contig_38,NZ_KE384613.1:50020-52932,88.8,750,82,2,10058,10806,1,749,0,918,NZ_KE384613.1:50020-52932 uvrA [organism=Dolichospermum circinale AWQC131C] [GeneID=78013208] [chromosome=],uvrA,Dolichospermum circinale AWQC131C,78013208
DOLIS_187.Contig_38,NZ_CP020114.1:1383340-1386210,82.222,2070,335,28,10924,12975,789,2843,0,1753,NZ_CP020114.1:1383340-1386210 uvrA [organism=Nodularia spumigena UHCC 0039] [GeneID=78016526] [chromosome=],uvrA,Nodularia spumigena UHCC 0039,78016526
DOLIS_187.Contig_38,NZ_CP020114.1:1383340-1386210,82.556,665,116,0,10110,10774,41,705,5.32e-167,586,NZ_CP020114.1:1383340-1386210 uvrA [organism=Nodularia spumigena UHCC 0039] [GeneID=78016526] [chromosome=],uvrA,Nodularia spumigena UHCC 0039,78016526
DOLIS_187.Contig_38,NZ_LAHB01000066.1:14261-17194,80.754,2068,390,8,10924,12987,840,2903,0,1607,NZ_LAHB01000066.1:14261-17194 uvrA [organism=Nostoc linckia z6] [GeneID=57097684] [chromosome=],uvrA,Nostoc linckia z6,57097684
DOLIS_187.Contig_38,NZ_LAHB01000066.1:14261-17194,82.164,684,121,1,10108,10791,93,775,5.32e-167,586,NZ_LAHB01000066.1:14261-17194 uvrA [organism=Nostoc linckia z6] [GeneID=57097684] [chromosome=],uvrA,Nostoc linckia z6,57097684
DOLIS_187.Contig_38,NZ_CP047242.1:5785454-5788351,79.598,2088,393,30,10924,12995,819,2889,0,1465,NZ_CP047242.1:5785454-5788351 uvrA [organism=Trichormus variabilis 0441] [GeneID=58726386] [chromosome=],uvrA,Trichormus variabilis 0441,58726386
DOLIS_187.Contig_38,NZ_JANQDJ010000007.1:29007-31877,79.167,2064,403,24,10924,12972,789,2840,0,1404,NZ_JANQDJ010000007.1:29007-31877 uvrA [organism=Umezakia ovalisporum Ak1311] [GeneID=83683433] [chromosome=],uvrA,Umezakia ovalisporum Ak1311,83683433
DOLIS_187.Contig_43,NZ_JACJTO010000018.1:1320-3509,88.727,2191,243,3,13325,15513,2189,1,0,2675,NZ_JACJTO010000018.1:1320-3509 recQ [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78218366] [chromosome=],recQ,Aphanizomenon flos-aquae FACHB-1287,78218366
DOLIS_187.Contig_43,NZ_KE384629.1:c9741-7552,88.372,2193,249,6,13324,15513,2190,1,0,2632,NZ_KE384629.1:c9741-7552 recQ [organism=Dolichospermum circinale AWQC131C] [GeneID=78013877] [chromosome=],recQ,Dolichospermum circinale AWQC131C,78013877
DOLIS_187.Contig_43,NZ_CP020114.1:1241535-1243700,77.197,2162,483,10,13357,15513,2157,1,0,1253,NZ_CP020114.1:1241535-1243700 recQ [organism=Nodularia spumigena UHCC 0039] [GeneID=78016401] [chromosome=],recQ,Nodularia spumigena UHCC 0039,78016401
DOLIS_187.Contig_43,NZ_LAHB01000059.1:c32765-30606,76.611,2142,475,23,13382,15513,2126,1,0,1157,NZ_LAHB01000059.1:c32765-30606 recQ [organism=Nostoc linckia z6] [GeneID=57097439] [chromosome=],recQ,Nostoc linckia z6,57097439
DOLIS_187.Contig_43,NZ_JANQDJ010000018.1:69116-71290,76.295,2181,477,35,13357,15513,2165,1,0,1127,NZ_JANQDJ010000018.1:69116-71290 recQ [organism=Umezakia ovalisporum Ak1311] [GeneID=83683854] [chromosome=],recQ,Umezakia ovalisporum Ak1311,83683854
DOLIS_187.Contig_43,NZ_CP065936.1:c939913-937751,79.609,1535,307,6,13982,15513,1532,1,0,1096,NZ_CP065936.1:c939913-937751 recQ [organism=Cylindrospermopsis raciborskii Cr2010] [GeneID=92780012] [chromosome=],recQ,Cylindrospermopsis raciborskii Cr2010,92780012
DOLIS_187.Contig_43,NZ_KE384612.1:c25373-24126,80.147,272,50,4,27619,27888,538,807,7.61e-51,200,NZ_KE384612.1:c25373-24126 sigC [organism=Dolichospermum circinale AWQC131C] [GeneID=78013054] [chromosome=],sigC,Dolichospermum circinale AWQC131C,78013054
DOLIS_187.Contig_45,NZ_JACJTO010000009.1:c53190-51958,89.006,1237,131,4,19778,21013,1,1233,0,1526,NZ_JACJTO010000009.1:c53190-51958 sigC [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78217623] [chromosome=],sigC,Aphanizomenon flos-aquae FACHB-1287,78217623
DOLIS_187.Contig_45,NZ_KE384612.1:c25373-24126,88.078,1082,129,0,19932,21013,167,1248,0,1284,NZ_KE384612.1:c25373-24126 sigC [organism=Dolichospermum circinale AWQC131C] [GeneID=78013054] [chromosome=],sigC,Dolichospermum circinale AWQC131C,78013054
DOLIS_187.Contig_45,NZ_JANQDJ010000079.1:8272-9510,80.752,1091,198,10,19929,21013,155,1239,0,841,NZ_JANQDJ010000079.1:8272-9510 sigC [organism=Umezakia ovalisporum Ak1311] [GeneID=83686312] [chromosome=],sigC,Umezakia ovalisporum Ak1311,83686312
DOLIS_187.Contig_45,NZ_LAHB01000015.1:c109909-108659,80.512,1093,193,16,19931,21013,169,1251,0,821,NZ_LAHB01000015.1:c109909-108659 sigC [organism=Nostoc linckia z6] [GeneID=57094167] [chromosome=],sigC,Nostoc linckia z6,57094167
DOLIS_187.Contig_48,NZ_JACJTO010000022.1:5217-6737,90.204,1521,146,2,15704,17221,1521,1,0,1980,NZ_JACJTO010000022.1:5217-6737 radA [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78218662] [chromosome=],radA,Aphanizomenon flos-aquae FACHB-1287,78218662
DOLIS_187.Contig_48,NZ_KE384657.1:c38707-37184,86.405,1530,188,14,15705,17221,1523,1,0,1655,NZ_KE384657.1:c38707-37184 radA [organism=Dolichospermum circinale AWQC131C] [GeneID=78014539] [chromosome=],radA,Dolichospermum circinale AWQC131C,78014539
DOLIS_187.Contig_48,NZ_CP020114.1:c2388482-2386908,82.599,931,158,4,15746,16674,1518,590,0,819,NZ_CP020114.1:c2388482-2386908 radA [organism=Nodularia spumigena UHCC 0039] [GeneID=78017402] [chromosome=],radA,Nodularia spumigena UHCC 0039,78017402
DOLIS_187.Contig_48,NZ_LR882952.1:3843913-3845499,74.85,835,206,4,15828,16660,1478,646,1.14e-103,375,NZ_LR882952.1:3843913-3845499 radA [organism=Planktothrix agardhii] [GeneID=77289712] [chromosome=I],radA,Planktothrix agardhii,77289712
DOLIS_187.Contig_48,NZ_CP065936.1:c284085-282517,81.387,274,51,0,16749,17022,449,176,4.36e-58,224,NZ_CP065936.1:c284085-282517 radA [organism=Cylindrospermopsis raciborskii Cr2010] [GeneID=92779397] [chromosome=],radA,Cylindrospermopsis raciborskii Cr2010,92779397
DOLIS_187.Contig_53,NZ_CP020114.1:1383340-1386210,97.222,36,1,0,6529,6564,1116,1151,3.34e-9,62.1,NZ_CP020114.1:1383340-1386210 uvrA [organism=Nodularia spumigena UHCC 0039] [GeneID=78016526] [chromosome=],uvrA,Nodularia spumigena UHCC 0039,78016526
DOLIS_187.Contig_54,NZ_JACJTO010000044.1:29549-30664,91.943,1117,88,2,14951,16066,1,1116,0,1563,NZ_JACJTO010000044.1:29549-30664 recF [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78219716] [chromosome=],recF,Aphanizomenon flos-aquae FACHB-1287,78219716
DOLIS_187.Contig_54,NZ_KE384611.1:20879-21994,86.201,1116,154,0,14951,16066,1,1116,0,1208,NZ_KE384611.1:20879-21994 recF [organism=Dolichospermum circinale AWQC131C] [GeneID=78013004] [chromosome=],recF,Dolichospermum circinale AWQC131C,78013004
DOLIS_187.Contig_54,NZ_LAHB01000007.1:c37334-36204,77.431,1121,237,15,14951,16062,1,1114,0,654,NZ_LAHB01000007.1:c37334-36204 recF [organism=Nostoc linckia z6] [GeneID=57092948] [chromosome=],recF,Nostoc linckia z6,57092948
DOLIS_187.Contig_54,NZ_CP047242.1:c5529770-5528640,75.298,1089,234,29,14951,16022,1,1071,1.28e-137,488,NZ_CP047242.1:c5529770-5528640 recF [organism=Trichormus variabilis 0441] [GeneID=58726175] [chromosome=],recF,Trichormus variabilis 0441,58726175
DOLIS_187.Contig_54,NZ_JANQDJ010000042.1:c31550-30393,74.755,1121,247,23,14951,16041,1,1115,4.62e-132,470,NZ_JANQDJ010000042.1:c31550-30393 recF [organism=Umezakia ovalisporum Ak1311] [GeneID=83684675] [chromosome=],recF,Umezakia ovalisporum Ak1311,83684675
DOLIS_187.Contig_67,NZ_CP065936.1:2660397-2661572,86.061,165,22,1,2,166,1155,992,8.99e-44,176,NZ_CP065936.1:2660397-2661572 C6N34_RS17125 [organism=Cylindrospermopsis raciborskii Cr2010] [GeneID=92782553] [chromosome=],C6N34_RS17125,Cylindrospermopsis raciborskii Cr2010,92782553
DOLIS_187.Contig_71,NZ_JACJTO010000018.1:c30292-29192,89.192,1101,119,0,14908,16008,1,1101,0,1375,NZ_JACJTO010000018.1:c30292-29192 ruvB [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78218392] [chromosome=],ruvB,Aphanizomenon flos-aquae FACHB-1287,78218392
DOLIS_187.Contig_71,NZ_KE384623.1:85149-86249,87.409,1096,136,2,14908,16002,1,1095,0,1258,NZ_KE384623.1:85149-86249 ruvB [organism=Dolichospermum circinale AWQC131C] [GeneID=78013665] [chromosome=],ruvB,Dolichospermum circinale AWQC131C,78013665
DOLIS_187.Contig_74,NZ_JACJTO010000047.1:c23055-22450,90.264,606,59,0,10307,10912,606,1,0,793,NZ_JACJTO010000047.1:c23055-22450 lexA [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78219793] [chromosome=],lexA,Aphanizomenon flos-aquae FACHB-1287,78219793
DOLIS_187.Contig_74,NZ_KE384593.1:7130-7735,88.962,607,65,2,10307,10912,606,1,0,749,NZ_KE384593.1:7130-7735 lexA [organism=Dolichospermum circinale AWQC131C] [GeneID=78011784] [chromosome=],lexA,Dolichospermum circinale AWQC131C,78011784
DOLIS_187.Contig_76,NZ_JACJTO010000002.1:150477-150968,90.65,492,46,0,18579,19070,1,492,0,654,NZ_JACJTO010000002.1:150477-150968 ruvC [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78216702] [chromosome=],ruvC,Aphanizomenon flos-aquae FACHB-1287,78216702
DOLIS_187.Contig_76,NZ_KE384609.1:58521-59012,85.451,488,71,0,18579,19066,1,488,6.2e-144,508,NZ_KE384609.1:58521-59012 ruvC [organism=Dolichospermum circinale AWQC131C] [GeneID=78012928] [chromosome=],ruvC,Dolichospermum circinale AWQC131C,78012928
DOLIS_187.Contig_76,NZ_CP020114.1:c3984789-3984109,82.299,435,71,6,2037,2468,432,1,8.48e-103,372,NZ_CP020114.1:c3984789-3984109 iscB [organism=Nodularia spumigena UHCC 0039] [GeneID=78018765] [chromosome=],iscB,Nodularia spumigena UHCC 0039,78018765
DOLIS_187.Contig_81,NZ_KE384619.1:34218-36698,88.328,2476,270,13,235,2693,1,2474,0,2953,NZ_KE384619.1:34218-36698 recG [organism=Dolichospermum circinale AWQC131C] [GeneID=78013485] [chromosome=],recG,Dolichospermum circinale AWQC131C,78013485
DOLIS_187.Contig_81,NZ_JACJTO010000009.1:117224-119689,87.647,2469,299,6,235,2700,1,2466,0,2865,NZ_JACJTO010000009.1:117224-119689 recG [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78217704] [chromosome=],recG,Aphanizomenon flos-aquae FACHB-1287,78217704
DOLIS_187.Contig_81,NZ_JANQDJ010000052.1:50504-52975,77.604,2487,513,39,235,2696,1,2468,0,1467,NZ_JANQDJ010000052.1:50504-52975 recG [organism=Umezakia ovalisporum Ak1311] [GeneID=83685243] [chromosome=],recG,Umezakia ovalisporum Ak1311,83685243
DOLIS_187.Contig_81,NZ_LAHB01000010.1:c25274-22785,78.502,2163,452,12,545,2700,334,2490,0,1406,NZ_LAHB01000010.1:c25274-22785 recG [organism=Nostoc linckia z6] [GeneID=57093514] [chromosome=],recG,Nostoc linckia z6,57093514
DOLIS_187.Contig_81,NZ_CP065936.1:c230552-228069,78.43,2114,440,15,591,2696,375,2480,0,1363,NZ_CP065936.1:c230552-228069 recG [organism=Cylindrospermopsis raciborskii Cr2010] [GeneID=92779350] [chromosome=],recG,Cylindrospermopsis raciborskii Cr2010,92779350
DOLIS_187.Contig_84,NZ_KE384598.1:9077-9493,89.901,406,39,2,4983,5387,1,405,7.03e-148,521,NZ_KE384598.1:9077-9493 mutT [organism=Dolichospermum circinale AWQC131C] [GeneID=78012123] [chromosome=],mutT,Dolichospermum circinale AWQC131C,78012123
DOLIS_187.Contig_84,NZ_JACJTO010000004.1:85579-85998,87.654,405,49,1,4983,5387,1,404,2.58e-132,470,NZ_JACJTO010000004.1:85579-85998 mutT [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78216993] [chromosome=],mutT,Aphanizomenon flos-aquae FACHB-1287,78216993
DOLIS_187.Contig_89,NZ_JACJTO010000025.1:38869-41262,87.46,1236,147,5,7002,8236,1229,1,0,1417,NZ_JACJTO010000025.1:38869-41262 H6G44_RS12960 [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78218890] [chromosome=],H6G44_RS12960,Aphanizomenon flos-aquae FACHB-1287,78218890
DOLIS_187.Contig_89,NZ_JACJTO010000025.1:38869-41262,88.711,1125,123,4,5753,6875,2394,1272,0,1371,NZ_JACJTO010000025.1:38869-41262 H6G44_RS12960 [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78218890] [chromosome=],H6G44_RS12960,Aphanizomenon flos-aquae FACHB-1287,78218890
DOLIS_187.Contig_89,NZ_KE384607.1:c13130-10728,86.964,1235,161,0,7002,8236,1235,1,0,1389,NZ_KE384607.1:c13130-10728 ACIR131C_RS0109580 [organism=Dolichospermum circinale AWQC131C] [GeneID=78012797] [chromosome=],ACIR131C_RS0109580,Dolichospermum circinale AWQC131C,78012797
DOLIS_187.Contig_89,NZ_KE384607.1:c13130-10728,85.626,1127,157,4,5753,6875,2403,1278,0,1179,NZ_KE384607.1:c13130-10728 ACIR131C_RS0109580 [organism=Dolichospermum circinale AWQC131C] [GeneID=78012797] [chromosome=],ACIR131C_RS0109580,Dolichospermum circinale AWQC131C,78012797
DOLIS_187.Contig_96,NZ_KE384634.1:13210-13860,89.571,652,64,3,10159,10808,1,650,0,824,NZ_KE384634.1:13210-13860 ACIR131C_RS0117375 [organism=Dolichospermum circinale AWQC131C] [GeneID=78014103] [chromosome=],ACIR131C_RS0117375,Dolichospermum circinale AWQC131C,78014103
DOLIS_187.Contig_98,NZ_JACJTO010000022.1:c32001-30271,89.838,1732,172,3,3949,5678,1730,1,0,2220,NZ_JACJTO010000022.1:c32001-30271 recN [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78218682] [chromosome=],recN,Aphanizomenon flos-aquae FACHB-1287,78218682
DOLIS_187.Contig_98,NZ_KE384623.1:25615-27345,87.203,1727,218,3,3954,5678,1726,1,0,1962,NZ_KE384623.1:25615-27345 recN [organism=Dolichospermum circinale AWQC131C] [GeneID=78013610] [chromosome=],recN,Dolichospermum circinale AWQC131C,78013610
DOLIS_187.Contig_98,NZ_LAHB01000054.1:258-2006,76.878,1717,370,20,3967,5662,1727,17,0,946,NZ_LAHB01000054.1:258-2006 recN [organism=Nostoc linckia z6] [GeneID=57097181] [chromosome=],recN,Nostoc linckia z6,57097181
DOLIS_187.Contig_98,NZ_CP020114.1:c257109-255382,76.649,1713,366,29,3964,5662,1709,17,0,917,NZ_CP020114.1:c257109-255382 recN [organism=Nodularia spumigena UHCC 0039] [GeneID=78015633] [chromosome=],recN,Nodularia spumigena UHCC 0039,78015633
DOLIS_187.Contig_98,NZ_CP047242.1:4055998-4057746,75.305,1721,386,25,3967,5660,1727,19,0,787,NZ_CP047242.1:4055998-4057746 recN [organism=Trichormus variabilis 0441] [GeneID=58724912] [chromosome=],recN,Trichormus variabilis 0441,58724912
DOLIS_187.Contig_114,NZ_JACJTO010000007.1:68616-70613,93.263,1989,132,2,8239,10226,1988,1,0,2929,NZ_JACJTO010000007.1:68616-70613 uvrB [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78217381] [chromosome=],uvrB,Aphanizomenon flos-aquae FACHB-1287,78217381
DOLIS_187.Contig_114,NZ_KE384619.1:c14724-12727,89.54,1998,209,0,8229,10226,1998,1,0,2532,NZ_KE384619.1:c14724-12727 uvrB [organism=Dolichospermum circinale AWQC131C] [GeneID=78013467] [chromosome=],uvrB,Dolichospermum circinale AWQC131C,78013467
DOLIS_187.Contig_114,NZ_LAHB01000011.1:23963-25960,81.372,1997,359,13,8229,10219,1998,9,0,1615,NZ_LAHB01000011.1:23963-25960 uvrB [organism=Nostoc linckia z6] [GeneID=57093640] [chromosome=],uvrB,Nostoc linckia z6,57093640
DOLIS_187.Contig_114,NZ_CP020114.1:c123803-121806,80.731,1998,374,11,8229,10221,1998,7,0,1546,NZ_CP020114.1:c123803-121806 uvrB [organism=Nodularia spumigena UHCC 0039] [GeneID=78015522] [chromosome=],uvrB,Nodularia spumigena UHCC 0039,78015522
DOLIS_187.Contig_114,NZ_CP047242.1:778650-780647,79.2,1976,397,13,8244,10212,1983,15,0,1360,NZ_CP047242.1:778650-780647 uvrB [organism=Trichormus variabilis 0441] [GeneID=58722253] [chromosome=],uvrB,Trichormus variabilis 0441,58722253
DOLIS_187.Contig_114,NZ_AJLL01000063.1:c82007-80010,77.016,1997,446,12,8229,10219,1998,9,0,1133,NZ_AJLL01000063.1:c82007-80010 uvrB [organism=Fischerella thermalis PCC 7521] [GeneID=35799221] [chromosome=],uvrB,Fischerella thermalis PCC 7521,35799221
DOLIS_187.Contig_114,NZ_AESD01000165.1:7056-9098,76.989,1747,380,18,8409,10144,1860,125,0,979,NZ_AESD01000165.1:7056-9098 uvrB [organism=Crocosphaera watsonii WH 0003] [GeneID=88764888] [chromosome=],uvrB,Crocosphaera watsonii WH 0003,88764888
DOLIS_187.Contig_133,NZ_KE384650.1:c5800-5135,89.189,666,72,0,1571,2236,1,666,0,832,NZ_KE384650.1:c5800-5135 ACIR131C_RS0119245 [organism=Dolichospermum circinale AWQC131C] [GeneID=78014387] [chromosome=],ACIR131C_RS0119245,Dolichospermum circinale AWQC131C,78014387
DOLIS_187.Contig_137,NZ_JACJTO010000056.1:2259-2900,91.277,642,56,0,2602,3243,642,1,0,876,NZ_JACJTO010000056.1:2259-2900 ruvA [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78219977] [chromosome=],ruvA,Aphanizomenon flos-aquae FACHB-1287,78219977
DOLIS_187.Contig_137,NZ_KE384618.1:c48596-47955,88.548,620,71,0,2624,3243,620,1,0,752,NZ_KE384618.1:c48596-47955 ruvA [organism=Dolichospermum circinale AWQC131C] [GeneID=78013453] [chromosome=],ruvA,Dolichospermum circinale AWQC131C,78013453
DOLIS_187.Contig_137,NZ_JANQDJ010000004.1:c3498-2851,78.537,629,131,4,2617,3243,627,1,4.66e-115,411,NZ_JANQDJ010000004.1:c3498-2851 ruvA [organism=Umezakia ovalisporum Ak1311] [GeneID=83683343] [chromosome=],ruvA,Umezakia ovalisporum Ak1311,83683343
DOLIS_187.Contig_137,NZ_CP020114.1:4667283-4667924,78.331,623,129,6,2624,3243,620,1,3.63e-111,398,NZ_CP020114.1:4667283-4667924 ruvA [organism=Nodularia spumigena UHCC 0039] [GeneID=78019360] [chromosome=],ruvA,Nodularia spumigena UHCC 0039,78019360
DOLIS_36.Contig_2,NZ_JACJTO010000034.1:c6821-5745,91.365,1077,93,0,9302,10378,1077,1,0,1474,NZ_JACJTO010000034.1:c6821-5745 recA [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78219337] [chromosome=],recA,Aphanizomenon flos-aquae FACHB-1287,78219337
DOLIS_36.Contig_2,NZ_KE384612.1:c44638-43565,90.103,1071,106,0,9308,10378,1071,1,0,1391,NZ_KE384612.1:c44638-43565 recA [organism=Dolichospermum circinale AWQC131C] [GeneID=78013076] [chromosome=],recA,Dolichospermum circinale AWQC131C,78013076
DOLIS_36.Contig_2,NZ_CP020114.1:4705113-4706183,81.25,1024,190,2,9356,10378,1023,1,0,826,NZ_CP020114.1:4705113-4706183 recA [organism=Nodularia spumigena UHCC 0039] [GeneID=78019392] [chromosome=],recA,Nodularia spumigena UHCC 0039,78019392
DOLIS_36.Contig_25,NZ_JACJTO010000025.1:38869-41262,87.621,1236,145,5,1589,2823,1,1229,0,1428,NZ_JACJTO010000025.1:38869-41262 H6G44_RS12960 [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78218890] [chromosome=],H6G44_RS12960,Aphanizomenon flos-aquae FACHB-1287,78218890
DOLIS_36.Contig_25,NZ_JACJTO010000025.1:38869-41262,89.6,1125,113,4,2950,4072,1272,2394,0,1426,NZ_JACJTO010000025.1:38869-41262 H6G44_RS12960 [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78218890] [chromosome=],H6G44_RS12960,Aphanizomenon flos-aquae FACHB-1287,78218890
DOLIS_36.Contig_25,NZ_KE384607.1:c13130-10728,87.206,1235,158,0,1589,2823,1,1235,0,1406,NZ_KE384607.1:c13130-10728 ACIR131C_RS0109580 [organism=Dolichospermum circinale AWQC131C] [GeneID=78012797] [chromosome=],ACIR131C_RS0109580,Dolichospermum circinale AWQC131C,78012797
DOLIS_36.Contig_25,NZ_KE384607.1:c13130-10728,85.803,1127,155,4,2950,4072,1278,2403,0,1190,NZ_KE384607.1:c13130-10728 ACIR131C_RS0109580 [organism=Dolichospermum circinale AWQC131C] [GeneID=78012797] [chromosome=],ACIR131C_RS0109580,Dolichospermum circinale AWQC131C,78012797
DOLIS_36.Contig_55,NZ_JACJTO010000009.1:c53190-51958,88.844,1237,133,4,3109,4344,1,1233,0,1515,NZ_JACJTO010000009.1:c53190-51958 sigC [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78217623] [chromosome=],sigC,Aphanizomenon flos-aquae FACHB-1287,78217623
DOLIS_36.Contig_55,NZ_KE384612.1:c25373-24126,88.078,1082,129,0,3263,4344,167,1248,0,1284,NZ_KE384612.1:c25373-24126 sigC [organism=Dolichospermum circinale AWQC131C] [GeneID=78013054] [chromosome=],sigC,Dolichospermum circinale AWQC131C,78013054
DOLIS_36.Contig_55,NZ_JANQDJ010000079.1:8272-9510,80.568,1091,200,10,3260,4344,155,1239,0,830,NZ_JANQDJ010000079.1:8272-9510 sigC [organism=Umezakia ovalisporum Ak1311] [GeneID=83686312] [chromosome=],sigC,Umezakia ovalisporum Ak1311,83686312
DOLIS_36.Contig_55,NZ_LAHB01000015.1:c109909-108659,80.367,1090,200,11,3262,4344,169,1251,0,815,NZ_LAHB01000015.1:c109909-108659 sigC [organism=Nostoc linckia z6] [GeneID=57094167] [chromosome=],sigC,Nostoc linckia z6,57094167
DOLIS_36.Contig_91,NZ_JACJTO010000007.1:68616-70613,94.492,1053,58,0,1,1053,1053,1,0,1624,NZ_JACJTO010000007.1:68616-70613 uvrB [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78217381] [chromosome=],uvrB,Aphanizomenon flos-aquae FACHB-1287,78217381
DOLIS_36.Contig_91,NZ_KE384619.1:c14724-12727,90.313,1053,102,0,1,1053,1053,1,0,1380,NZ_KE384619.1:c14724-12727 uvrB [organism=Dolichospermum circinale AWQC131C] [GeneID=78013467] [chromosome=],uvrB,Dolichospermum circinale AWQC131C,78013467
DOLIS_36.Contig_91,NZ_LAHB01000011.1:23963-25960,80.802,1047,190,11,5,1046,1049,9,0,809,NZ_LAHB01000011.1:23963-25960 uvrB [organism=Nostoc linckia z6] [GeneID=57093640] [chromosome=],uvrB,Nostoc linckia z6,57093640
DOLIS_36.Contig_91,NZ_CP020114.1:c123803-121806,80.497,1046,199,5,5,1048,1049,7,0,797,NZ_CP020114.1:c123803-121806 uvrB [organism=Nodularia spumigena UHCC 0039] [GeneID=78015522] [chromosome=],uvrB,Nodularia spumigena UHCC 0039,78015522
DOLIS_36.Contig_91,NZ_CP047242.1:778650-780647,79.749,1037,206,4,5,1039,1049,15,0,749,NZ_CP047242.1:778650-780647 uvrB [organism=Trichormus variabilis 0441] [GeneID=58722253] [chromosome=],uvrB,Trichormus variabilis 0441,58722253
DOLIS_36.Contig_91,NZ_AJLL01000063.1:c82007-80010,77.565,1043,231,3,5,1046,1049,9,3.84e-180,627,NZ_AJLL01000063.1:c82007-80010 uvrB [organism=Fischerella thermalis PCC 7521] [GeneID=35799221] [chromosome=],uvrB,Fischerella thermalis PCC 7521,35799221
DOLIS_36.Contig_91,NZ_AESD01000165.1:7056-9098,76.489,974,215,11,5,971,1091,125,2.41e-147,518,NZ_AESD01000165.1:7056-9098 uvrB [organism=Crocosphaera watsonii WH 0003] [GeneID=88764888] [chromosome=],uvrB,Crocosphaera watsonii WH 0003,88764888
DOLIS_36.Contig_93,NZ_KE384599.1:c2617-29,88.7,1177,133,0,3683,4859,1,1177,0,1437,NZ_KE384599.1:c2617-29 mutS [organism=Dolichospermum circinale AWQC131C] [GeneID=78012183] [chromosome=],mutS,Dolichospermum circinale AWQC131C,78012183
DOLIS_36.Contig_93,NZ_JACJTO010000025.1:c30911-28323,88.19,1177,139,0,3683,4859,1,1177,0,1404,NZ_JACJTO010000025.1:c30911-28323 mutS [organism=Aphanizomenon flos-aquae FACHB-1287] [GeneID=78218882] [chromosome=],mutS,Aphanizomenon flos-aquae FACHB-1287,78218882
DOLIS_36.Contig_93,NZ_CP020114.1:5263565-5266156,81.525,1115,200,5,3748,4859,78,1189,0,913,NZ_CP020114.1:5263565-5266156 mutS [organism=Nodularia spumigena UHCC 0039] [GeneID=78019851] [chromosome=],mutS,Nodularia spumigena UHCC 0039,78019851
DOLIS_36.Contig_93,NZ_CP047242.1:5269141-5271705,81.109,1064,197,4,3748,4809,72,1133,0,848,NZ_CP047242.1:5269141-5271705 mutS [organism=Trichormus variabilis 0441] [GeneID=58725967] [chromosome=],mutS,Trichormus variabilis 0441,58725967
DOLIS_36.Contig_93,NZ_AJLL01000034.1:c27036-24415,77.083,1104,240,11,3749,4844,79,1177,1.38e-179,625,NZ_AJLL01000034.1:c27036-24415 mutS [organism=Fischerella thermalis PCC 7521] [GeneID=35797707] [chromosome=],mutS,Fischerella thermalis PCC 7521,35797707
