gene_callers_id,source,accession,function,e_value,contig,genome
58912,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",2.0999999999999995e-146,CYBIM_15.Contig_32,CYBIM_15
60373,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),1.1e-80,CYBIM_15.Contig_153,CYBIM_15
60537,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),3.9e-67,CYBIM_15.Contig_179,CYBIM_15
61125,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),4.5e-71,CYBIM_160.Contig_1,CYBIM_160
62581,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),1.1e-66,CYBIM_160.Contig_9,CYBIM_160
63418,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",3e-152,CYBIM_160.Contig_18,CYBIM_160
64661,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",1e-149,CYBIM_173.Contig_38,CYBIM_173
65148,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),5.999999999999999e-70,CYBIM_173.Contig_90,CYBIM_173
65494,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),1.6e-63,CYBIM_173.Contig_137,CYBIM_173
67648,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",1.3e-147,CYBIM_190.Contig_47,CYBIM_190
68141,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),8e-76,CYBIM_190.Contig_80,CYBIM_190
69477,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),4e-69,CYBIM_190.Contig_240,CYBIM_190
70484,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),2.0999999999999997e-68,CYBIM_200.Contig_6,CYBIM_200
70645,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),7.3e-66,CYBIM_200.Contig_7,CYBIM_200
72164,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",5.3999999999999994e-145,CYBIM_200.Contig_48,CYBIM_200
73673,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",5.8999999999999995e-148,CYBIM_22.Contig_14,CYBIM_22
74284,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),6.5e-61,CYBIM_22.Contig_38,CYBIM_22
74620,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),9.4e-77,CYBIM_22.Contig_57,CYBIM_22
75448,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),3.8e-70,CYBIM_22.Contig_127,CYBIM_22
76874,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",4.0999999999999995e-144,CYBIM_231.Contig_15,CYBIM_231
78491,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),1.7e-70,CYBIM_231.Contig_155,CYBIM_231
79499,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),4.2e-74,CYBIM_231.Contig_356,CYBIM_231
80072,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),7.700000000000001e-71,CYBIM_28.Contig_14,CYBIM_28
82086,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",1e-6,CYBIM_28.Contig_270,CYBIM_28
83501,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),5.4e-69,CYBIM_31.Contig_20,CYBIM_31
84080,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",1.3999999999999997e-145,CYBIM_31.Contig_35,CYBIM_31
84655,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),1.6000000000000002e-65,CYBIM_31.Contig_57,CYBIM_31
88161,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",2.3999999999999997e-149,CYBIM_39.Contig_32,CYBIM_39
88208,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),9.4e-77,CYBIM_39.Contig_33,CYBIM_39
88430,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),5e-70,CYBIM_39.Contig_39,CYBIM_39
89536,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",1.6999999999999996e-145,CYBIM_51.Contig_13,CYBIM_51
90591,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),6.2e-65,CYBIM_51.Contig_62,CYBIM_51
91530,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),7.1e-69,CYBIM_51.Contig_169,CYBIM_51
91804,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),2.2e-70,CYBIM_52.Contig_2,CYBIM_52
92538,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),5.699999999999999e-68,CYBIM_52.Contig_12,CYBIM_52
93504,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",1.2999999999999999e-152,CYBIM_52.Contig_39,CYBIM_52
94772,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),2.6e-74,CYBIM_60_1.Contig_3,CYBIM_60_1
97384,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",9.8e-148,CYBIM_60_1.Contig_48,CYBIM_60_1
98081,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),3.6000000000000002e-65,CYBIM_60_1.Contig_96,CYBIM_60_1
98453,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),4e-69,CYBIM_63.Contig_1,CYBIM_63
99669,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",4.4999999999999995e-148,CYBIM_63.Contig_12,CYBIM_63
100214,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),3.4000000000000004e-74,CYBIM_63.Contig_19,CYBIM_63
102402,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),1.4e-75,CYBIM_67.Contig_7,CYBIM_67
102535,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),4e-69,CYBIM_67.Contig_9,CYBIM_67
105516,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),1.4e-75,CYBIM_73_1.Contig_3,CYBIM_73_1
106814,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",2.5e-146,CYBIM_73_1.Contig_22,CYBIM_73_1
108015,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),4e-69,CYBIM_73_1.Contig_62,CYBIM_73_1
108556,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),2.1e-76,CYBIM_73.Contig_1,CYBIM_73
109099,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),1.4e-69,CYBIM_73.Contig_3,CYBIM_73
109615,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",1.5999999999999997e-145,CYBIM_73.Contig_6,CYBIM_73
110036,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),1.3e-55,CYBIM_73.Contig_9,CYBIM_73
111839,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),5.999999999999999e-84,CYBIM_76.Contig_1,CYBIM_76
113131,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),1.2e-68,CYBIM_76.Contig_9,CYBIM_76
114545,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",3.6e-150,CYBIM_76.Contig_29,CYBIM_76
114706,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),3.9e-69,CYBIM_77.Contig_1,CYBIM_77
115105,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),5.7e-74,CYBIM_77.Contig_3,CYBIM_77
117382,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",4e-149,CYBIM_77.Contig_35,CYBIM_77
118132,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",1.4999999999999998e-154,CYBIM_80.Contig_6,CYBIM_80
118609,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),4.3000000000000005e-74,CYBIM_80.Contig_23,CYBIM_80
120059,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),2.1999999999999998e-67,CYBIM_80.Contig_170,CYBIM_80
120360,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",8.499999999999999e-139,CYBIM_89.Contig_1,CYBIM_89
121029,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),3.8e-67,CYBIM_89.Contig_5,CYBIM_89
121494,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),1.5e-66,CYBIM_89.Contig_9,CYBIM_89
125292,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",4.199999999999999e-146,CYBIM_90.Contig_41,CYBIM_90
125918,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),2.1e-76,CYBIM_90.Contig_82,CYBIM_90
126164,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),7.700000000000001e-71,CYBIM_90.Contig_118,CYBIM_90
126755,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),2.6e-74,CYBIM_93.Contig_2,CYBIM_93
126968,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),4e-69,CYBIM_93.Contig_3,CYBIM_93
127994,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",1.3e-147,CYBIM_93.Contig_11,CYBIM_93
131336,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),1.7999999999999998e-69,CYBIM_94.Contig_37,CYBIM_94
132252,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",1.4999999999999998e-147,CYBIM_94.Contig_101,CYBIM_94
132714,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),6.4e-78,CYBIM_94.Contig_168,CYBIM_94
133123,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",9.999999999999998e-148,CYBIM_96.Contig_10,CYBIM_96
135084,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),2.6e-74,CYBIM_96.Contig_248,CYBIM_96
137173,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),8.299999999999999e-70,DOLIS_105.Contig_49,DOLIS_105
138852,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",1.0999999999999997e-181,DOLIS_105.Contig_166,DOLIS_105
140339,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),9.7e-103,DOLIS_105.Contig_349,DOLIS_105
144433,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",2.0999999999999997e-182,DOLIS_187.Contig_71,DOLIS_187
144534,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),2e-71,DOLIS_187.Contig_76,DOLIS_187
145321,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),3.8999999999999996e-104,DOLIS_187.Contig_137,DOLIS_187
146943,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),2e-71,DOLIS_36.Contig_306,DOLIS_36
147305,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",2.7999999999999996e-111,DOLIS_36.Contig_410,DOLIS_36
149148,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),2e-71,DOLIS_53.Contig_194,DOLIS_53
149831,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",5.2e-150,DOLIS_53.Contig_354,DOLIS_53
151178,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",7e-94,MCYST_100.Contig_30,MCYST_100
151264,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),2.4000000000000002e-106,MCYST_100.Contig_41,MCYST_100
151511,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",5.5e-70,MCYST_100.Contig_68,MCYST_100
151897,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),2.1e-86,MCYST_100.Contig_118,MCYST_100
154540,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),1.5e-63,MCYST_157.Contig_44,MCYST_157
156758,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",4.4999999999999995e-148,MCYST_157.Contig_407,MCYST_157
158599,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",4.5999999999999995e-198,MCYST_162_1.Contig_55,MCYST_162_1
162139,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),1.5e-63,MCYST_162_2.Contig_57,MCYST_162_2
164197,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",1.1999999999999999e-148,MCYST_162_2.Contig_482,MCYST_162_2
164608,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",1e-18,MCYST_162_2.Contig_604,MCYST_162_2
165124,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",2.1e-190,MCYST_162.Contig_26,MCYST_162
165172,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),2.4000000000000002e-106,MCYST_162.Contig_31,MCYST_162
168181,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),1.1e-106,MCYST_24.Contig_155,MCYST_24
168479,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),4.8e-86,MCYST_24.Contig_217,MCYST_24
171309,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),6.3e-86,MCYST_2.Contig_36,MCYST_2
173027,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",5e-192,MCYST_2.Contig_115,MCYST_2
173449,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),1.2999999999999999e-104,MCYST_2.Contig_144,MCYST_2
176999,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),2.1e-86,MCYST_31.Contig_115,MCYST_31
178153,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",4.8999999999999996e-195,MCYST_31.Contig_275,MCYST_31
178712,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),4.7e-69,MCYST_31.Contig_407,MCYST_31
179995,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),2.5e-63,MCYST_56.Contig_24,MCYST_56
181493,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),1.5e-63,MCYST_56.Contig_85,MCYST_56
183370,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",4.4999999999999995e-148,MCYST_56.Contig_238,MCYST_56
184945,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),4.8e-86,MCYST_62.Contig_14,MCYST_62
187911,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",1.0999999999999998e-171,MCYST_62.Contig_188,MCYST_62
188032,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),3.2e-106,MCYST_62.Contig_204,MCYST_62
190205,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",1.1e-191,MCYST_79.Contig_111,MCYST_79
190609,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),6.399999999999999e-107,MCYST_79.Contig_151,MCYST_79
190959,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),9.6e-87,MCYST_79.Contig_193,MCYST_79
194350,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",1.6999999999999997e-149,NODOS_103.Contig_62,NODOS_103
194792,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),2.7e-73,NODOS_103.Contig_101,NODOS_103
194977,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),6.1e-52,NODOS_103.Contig_118,NODOS_103
195714,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",3.3e-52,NODOS_103.Contig_213,NODOS_103
199407,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",1.6e-143,NODOS_105.Contig_95,NODOS_105
199522,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),3.3e-55,NODOS_105.Contig_108,NODOS_105
200167,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),2.3999999999999996e-69,NODOS_105.Contig_198,NODOS_105
201341,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),1.3e-54,NODOS_42.Contig_10,NODOS_42
201600,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",5.699999999999999e-146,NODOS_42.Contig_26,NODOS_42
202020,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),4e-69,NODOS_42.Contig_66,NODOS_42
204009,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),1.2e-62,PSEUDA_13.Contig_12,PSEUDA_13
206745,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),1.7e-62,PSEUDA_13.Contig_130,PSEUDA_13
207099,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",5.2999999999999994e-48,PSEUDA_13.Contig_156,PSEUDA_13
207692,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",7.8e-151,PSEUDA_13.Contig_223,PSEUDA_13
209415,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),1.8e-64,PSEUDA_157.Contig_49,PSEUDA_157
210006,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),8.5e-64,PSEUDA_157.Contig_84,PSEUDA_157
211524,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",2e-149,PSEUDA_157.Contig_227,PSEUDA_157
213951,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",1.2999999999999999e-148,PSEUDA_281.Contig_23,PSEUDA_281
215031,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),2.4e-64,PSEUDA_281.Contig_58,PSEUDA_281
215430,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),8.5e-64,PSEUDA_281.Contig_75,PSEUDA_281
217763,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),1.8e-64,PSEUDA_31.Contig_9,PSEUDA_31
219894,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),8.5e-64,PSEUDA_31.Contig_68,PSEUDA_31
221672,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",1.5999999999999998e-149,PSEUDA_31.Contig_183,PSEUDA_31
222860,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),1.5999999999999999e-62,PSEUDA_70.Contig_10,PSEUDA_70
225077,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",5.899999999999999e-149,PSEUDA_70.Contig_110,PSEUDA_70
225133,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),1.7e-62,PSEUDA_70.Contig_114,PSEUDA_70
227393,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),5.7e-31,VAMPV_156.Contig_2,VAMPV_156
230632,COG20_FUNCTION,COG0817,Holliday junction resolvasome RuvABC endonuclease subunit RuvC (RuvC) (PDB:1HJR),8.7e-35,VAMPV_156.Contig_35,VAMPV_156
232154,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",4.3999999999999996e-104,VAMPV_156.Contig_72,VAMPV_156
238790,COG20_FUNCTION,COG0632,Holliday junction resolvasome RuvABC DNA-binding subunit (RuvA) (PDB:1BDX),8.4000000000000007e-30,VAMPV_261.Contig_639,VAMPV_261
238978,COG20_FUNCTION,COG2255,"Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit RuvB (RuvB) (PDB:1HQC)",3.4999999999999997e-104,VAMPV_261.Contig_689,VAMPV_261
